main_id,incident_id,incident_type,region_of_incident,incident_date,incident_year,reported_month,number_of_dead,minimum_estimated_number_of_missing,total_number_of_dead_and_missing,number_of_survivors,number_of_females,number_of_males,number_of_children,region_of_origin,cause_of_death,migration_route,location_of_death,information_source,coordinates,unsd_geographical_grouping,article_title,source_quality,url,lon,lat,death_cause_clean
2014.MMP00070,2014.MMP00070,Incident,North America,2014-04-27,2014,April,1.0,,1,,,1.0,,Central America,Violence,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.862595 31.99887,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-110.862595,31.99887,Violence
2014.MMP00071,2014.MMP00071,Incident,North America,2014-04-27,2014,April,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.793333 31.467633,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-110.793333,31.467633,Harsh environmental conditions
2014.MMP00072,2014.MMP00072,Incident,Mediterranean,2014-04-30,2014,April,,40.0,40,1.0,,,,Eastern Africa,Drowning,Central Mediterranean,Coast of Libya,Relief Web, 14 34.3706,Uncategorized,UNHCR saddened at high seas accidents as Mediterranean claims more victims,1.0,http://bit.ly/1okLiQ5,14,34.3706,Drowning
2014.MMP00073,2014.MMP00073,Incident,North America,2014-04-30,2014,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.43782 31.59867,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.43782,31.59867,Mixed or unknown
2014.MMP00074,2014.MMP00074,Incident,Caribbean,2014-05-01,2014,May,6.0,3.0,9,16.0,,,,Caribbean,Drowning,,"Dominican Republic, near Boca Chica and Juan Dolio",Dominican Today, -70 18.3079,Caribbean,"Search operation continues, 16 boatpeople rescued",1.0,http://bit.ly/1pGZg2g,-70,18.3079,Drowning
2014.MMP00075,2014.MMP00075,Incident,North America,2014-05-01,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.79283 31.58023,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.79283,31.58023,Mixed or unknown
2014.MMP00076,2014.MMP00076,Incident,Mediterranean,2014-05-02,2014,May,4.0,0.0,4,80.0,,,,Eastern Africa,Drowning,Central Mediterranean,Coast of Libya,Relief Web , 14 33.1045,Uncategorized,UNHCR saddened at high seas accidents as Mediterranean claims more victims,1.0,http://bit.ly/1okLiQ5,14,33.1045,Drowning
2014.MMP00077,2014.MMP00077,Incident,Europe,2014-05-07,2014,May,1.0,,1,,,1.0,1.0,Eastern Africa,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"A16 motorway, near Condette, France","Calais Migrant Solidarity, La Voix du Nord", 1.85869 50.9513,Western Europe,"A 16 years old Eritrean died in Calais, trying to pass to England",4.0,http://bit.ly/1nMFzWd,1.85869,50.9513,Vehicle accident
2014.MMP00078,2014.MMP00078,Incident,Mediterranean,2014-05-05,2014,May,22.0,7.0,29,36.0,,,,Unknown,Drowning,Eastern Mediterranean,Waters near Greece,BBC, 27 37.848433,Uncategorized,Migrants die as two boats capsize off Greek island,1.0,http://bbc.in/1saJIBD,27,37.848433,Drowning
2014.MMP00079,2014.MMP00079,Incident,North America,2014-05-06,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.868 32.12555,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.868,32.12555,Mixed or unknown
2014.MMP00080,2014.MMP00080,Incident,Mediterranean,2014-05-06,2014,May,44.0,33.0,77,53.0,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,Coast of Libya,Relief Web/UNHCR, 16 32.6801,Uncategorized,UNHCR saddened at high seas accidents as Mediterranean claims more victims,4.0,http://bit.ly/1okLiQ5,16,32.6801,Drowning
2014.MMP00081,2014.MMP00081,Incident,Mediterranean,2014-05-07,2014,May,1.0,0.0,1,,,1.0,,Eastern Africa,Mixed or unknown,Central Mediterranean,Mediterranean waters,ANSA Med, 12 35.8196,Uncategorized,"Immigration: over 1,000 migrants rescued, taken to Sicily",1.0,http://bit.ly/1iVme2J,12,35.8196,Mixed or unknown
2014.MMP00082,2014.MMP00082,Incident,North America,2014-05-08,2014,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.97016 31.75233,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.97016,31.75233,Mixed or unknown
2014.MMP00083,2014.MMP00083,Incident,South-eastern Asia,2014-05-08,2014,May,1.0,,1,17.0,,,,Southern Asia,Vehicle accident / death linked to hazardous transport,,"Petchkasem road, Tamtua subdistrict, Takua Pa district, Phang Nga province, Thailand","Sanook, Manager Online, Thairath Online", 98 8.855529,South-eastern Asia,กระบะขนแรงงานเถื่อนแหกโค้งดับ 1 เจ็บ 8,3.0,https://archive.vn/Zcj86,98,8.855529,Vehicle accident
2014.MMP00084,2014.MMP00084,Incident,Northern Africa,2014-05-09,2014,May,13.0,33.0,46,,,,,Western Africa,Mixed or unknown,Sahara Desert crossing,Desert in southern Algeria,Reuters and Middle East eye, 2 23.5301672,Northern Africa,"In Algerian desert, death ends migrants' hopes of a better life",3.0,http://bit.ly/1ujLNLW,2,23.5301672,Mixed or unknown
2014.MMP00085,2014.MMP00085,Incident,North America,2014-05-10,2014,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Violence,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.360473 31.692369,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-110.360473,31.692369,Violence
2014.MMP00086,2014.MMP00086,Incident,Mediterranean,2014-05-12,2014,May,17.0,200.0,217,226.0,12.0,2.0,3.0,Sub-Saharan Africa (P),Drowning,Central Mediterranean,International waters between Libya and Italy,ANSA Med and Relief Web. Also see NYT http://www.nytimes.com/2014/05/13/world/europe/at-least-14-die-as-migrant-boat-headed-for-italy-sinks-off-libyan-coast.html?_r=0, 16 34.7086,Uncategorized,Death toll in migrant-boat disaster climbs to 17,3.0,http://bit.ly/1mh7JHc,16,34.7086,Drowning
2014.MMP00087,2014.MMP00087,Incident,North America,2014-05-13,2014,May,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.34965 31.95283,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.34965,31.95283,Mixed or unknown
2014.MMP00088,2014.MMP00088,Incident,North America,2014-05-21,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.68357 31.61445,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.68357,31.61445,Mixed or unknown
2014.MMP00089,2014.MMP00089,Incident,North America,2014-05-22,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.6213 32.46313,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.6213,32.46313,Mixed or unknown
2014.MMP00090,2014.MMP00090,Incident,Mediterranean,2014-05-23,2014,May,1.0,0.0,1,,,1.0,1.0,Southern Asia,Accidental death,Eastern Mediterranean,Greece,Afghan immigrant dies in back of truck, 20 39.5061,Uncategorized,Dies in packed truck,1.0,http://bit.ly/TzKj34,20,39.5061,Accidental death
2014.MMP00091,2014.MMP00091,Incident,Europe,2014-05-23,2014,May,1.0,,1,,,1.0,1.0,Northern Africa,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Calais, France","Calais Migrant Solidarity, La Voix du Nord", 1.85869 50.9513,Western Europe,Another death is another death too many!,4.0,http://bit.ly/1DpK8rz,1.85869,50.9513,Vehicle accident
2014.MMP00092,2014.MMP00092,Incident,North America,2014-05-27,2014,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.1525 32.0667,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-113.1525,32.0667,Mixed or unknown
2014.MMP00093,2014.MMP00093,Incident,North America,2014-05-28,2014,May,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -109.4814 31.34675,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-109.4814,31.34675,Mixed or unknown
2014.MMP00094,2014.MMP00094,Incident,North America,2014-05-30,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.636383 32.437783,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.636383,32.437783,Mixed or unknown
2014.MMP00095,2014.MMP00095,Incident,North America,2014-05-30,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.636383 32.437983,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.636383,32.437983,Mixed or unknown
2014.MMP00096,2014.MMP00096,Incident,Eastern Africa,2014-05-31,2014,May,62.0,0.0,62,0.0,,,,Eastern Africa,Drowning,Horn of Africa to Yemen crossing,Gulf of Aden,New Vision, 48 12.5331,Uncategorized,62 African migrants drown in boat tragedy,1.0,http://bit.ly/1vs8jBB,48,12.5331,Drowning
2014.MMP00097,2014.MMP00097,Incident,North America,2014-06-01,2014,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.3423 31.62445,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.3423,31.62445,Mixed or unknown
2014.MMP00098,2014.MMP00098,Incident,North America,2014-06-03,2014,June,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.96816 31.334397,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-110.96816,31.334397,Harsh environmental conditions
2014.MMP00099,2014.MMP00099,Incident,Mediterranean,2014-06-05,2014,June,3.0,0.0,3,,,,,Unknown,Mixed or unknown,Central Mediterranean,Italian waters,Reuters, 13 35.358,Uncategorized,"Italy rescues 5,200 boat migrants from Mediterranean sea, three dead",1.0,http://reut.rs/2bBvz2p,13,35.358,Mixed or unknown
2014.MMP00100,2014.MMP00100,Incident,North America,2014-06-06,2014,June,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.670617 32.564183,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.670617,32.564183,Mixed or unknown
2014.MMP00101,2014.MMP00101,Incident,Mediterranean,2014-06-08,2014,June,4.0,,4,,,,,Middle Africa,Drowning,Central Mediterranean,Italian waters,The Guardian, 12 35.4125,Uncategorized,Migrants die in latest attempt at sea crossing to Italy,1.0,http://bit.ly/1qNxMp5,12,35.4125,Drowning
2014.MMP00102,2014.MMP00102,Incident,Mediterranean,2014-06-09,2014,June,3.0,2.0,5,0.0,,,,Unknown,Drowning,Central Mediterranean,Italian waters,The Guardian, 14 36.4935,Uncategorized,Three migrants drown as boat capsizes during rescue – video,1.0,http://bit.ly/1kal8el,14,36.4935,Drowning
2014.MMP00103,2014.MMP00103,Incident,North America,2014-06-09,2014,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.0059 31.906667,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.0059,31.906667,Harsh environmental conditions
2014.MMP00104,2014.MMP00104,Incident,North America,2014-06-09,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.959966 32.23316,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.959966,32.23316,Mixed or unknown
2014.MMP00105,2014.MMP00105,Incident,North America,2014-06-10,2014,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.9 32.05,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.9,32.05,Harsh environmental conditions
2014.MMP00106,2014.MMP00106,Incident,North America,2014-06-10,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.59816 32.48843,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.59816,32.48843,Mixed or unknown
2014.MMP00107,2014.MMP00107,Incident,North America,2014-06-12,2014,June,1.0,,1,,1.0,,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.396767 31.778767,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.396767,31.778767,Harsh environmental conditions
2014.MMP00108,2014.MMP00108,Incident,North America,2014-06-12,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.75 32.833333,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-113.75,32.833333,Mixed or unknown
2014.MMP00109,2014.MMP00109,Incident,North America,2014-06-12,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.875669 31.914994,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.875669,31.914994,Mixed or unknown
2014.MMP00110,2014.MMP00110,Incident,North America,2014-06-12,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.86507 31.84452,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.86507,31.84452,Mixed or unknown
